"sample","Username","stimID","ID","group","groupEffectCoded","mediansplitCuriosityWithinSubject","trialMain","itemMain","responseAnswer","rtAnswer","rtCuriosity","responseCuriosity","curiosityGroupMeanCentered","curiosity_dich","rewardByCuriosity","blockMain","trialRecall","itemRecall","responseRecall","cuedRecallStrict","cuedRecallLenient","Flagging","Comments","trialRecognition","itemRecognition","responseRecognition","rtRecognition","responseConfidence","rtConfidence","confidenceGroupMeanCentered","recognition","responseConfidenceCorrectTrials","responseConfidenceIncorrectTrials","confidenceGroupMeanCenteredCorrectTrials","recognitionAboveMeanConf","recognitionConfLevel_1","recognitionConfLevel_above_1","recognitionConfLevel_1_2","recognitionConfLevel_1_2_3","recognitionConfLevel_2","recognitionConfLevel_above_2","recognitionConfLevel_3","recognitionConfLevel_above_3","recognitionConfLevel_3_4","recognitionConfLevel_4","recognitionConfLevel_above_4","recognitionConfLevel_4_5_6","recognitionConfLevel_5","recognitionConfLevel_above_5","recognitionConfLevel_5_6","recognitionConfLevel_6","rememberedStrictAboveAvg","rememberedLenientAboveAvg","rememberedStrictHigh","rememberedLenientHigh","curBen_cont_cuedRecallStrict","curBen_dich_cuedRecallStrict","curBen_cont_cuedRecallLenient","curBen_dich_cuedRecallLenient","curBen_cont_allConf","curBen_dich_allConf","curBen_cont_highConf","curBen_dich_highConf","curBen_cont_aboveAvgConf","curBen_dich_aboveAvgConf","curBen_cont_rememberedStrictAboveAvg","curBen_dich_rememberedStrictAboveAvg","curBen_cont_rememberedLenientAboveAvg","curBen_dich_rememberedLenientAboveAvg","curBen_cont_rememberedStrictHigh","curBen_dich_rememberedStrictHigh","curBen_cont_rememberedLenientHigh","curBen_dich_rememberedLenientHigh"
"fmri","sub-experimental010","K21_long","10","exp",1,"below",28,NA,"21 to 30",0.509805540990783,3.68531661199813,2,-1.02777777777778,-1,-1.02777777777778,NA,9,17,"no recall",0,0,NA,"",6,17,"The magician flips the middle card over with a slight gesture and then changes the colour of the back of the card from blue to red.",90536,1,3503,-0.694444444444444,1,1,NA,-0.694444444444444,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.02777777777778,-1,0,0,0,0,0,0,0,0,0,0,0,0
"fmri","sub-experimental010","H16","10","exp",1,"above",29,NA,"21 to 30",0.407507630996406,1.92352317500627,4,0.972222222222222,1,0.972222222222222,NA,34,4,"drink pours from the can",0,1,1,"Miss most relevant moment of surprise - pour coke into a glass from an empty can + easy cue",1,4,"The magician pours coke into a glass from an empty can.",59348,3,5322,1.30555555555556,1,3,NA,1.30555555555556,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.972222222222222,1,0.972222222222222,1,0,0,0.972222222222222,1,0.972222222222222,1,0.972222222222222,1,0,0,0.972222222222222,1
"fmri","sub-experimental010","Trick32_long","10","exp",1,"below",30,NA,"21 to 30",0.406749889996718,1.29292078901199,1,-2.02777777777778,-1,-2.02777777777778,NA,36,34,"no recall",0,0,NA,"",5,34,"The magician ask the volunteer for a coin. Then the coin magically bends inside the closed fist of the volunteer.",90673,1,3775,-0.694444444444444,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fmri","sub-experimental010","H37","10","exp",1,"median",31,NA,"31 or more",0.391941021007369,3.49071049799386,3,-0.0277777777777777,-1,-0.0277777777777777,NA,16,9,"no recall",0,0,NA,"",7,9,"The magician claps his gloved hands, the gloves dissapear leaving his hands bare.",88211,1,10549,-0.694444444444444,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fmri","sub-experimental010","Trick20_short","10","exp",1,"below",32,NA,"31 or more",0.671458820012049,3.62162661699404,1,-2.02777777777778,-1,-2.02777777777778,NA,21,32,"no recall",0,0,NA,"",25,32,"The magician ties a knot around the volunteer's wrist using the rope. After snapping his finger, the nut is tied in the rope, too.",128359,1,4295,-0.694444444444444,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fmri","sub-experimental010","H7","10","exp",1,"below",33,NA,"11 to 20",0.506196946007549,1.9440290779894,2,-1.02777777777778,-1,-1.02777777777778,NA,1,1,"no recall",0,0,NA,"",8,1,"The magician changes the salt to water.",96030,1,4873,-0.694444444444444,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fmri","sub-experimental010","Trick28","10","exp",1,"below",34,NA,"11 to 20",0.567937555999379,0.894975213013822,1,-2.02777777777778,-1,-2.02777777777778,NA,24,33,"no recall",0,0,NA,"",31,33,"The magician links and unlinks several silver rings while the rings shape their appearance once they get linked.",100809,1,3736,-0.694444444444444,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fmri","sub-experimental010","Trick38","10","exp",1,"below",35,NA,"11 to 20",1.54435109600308,2.52537098398898,1,-2.02777777777778,-1,-2.02777777777778,NA,19,36,"no recall",0,0,NA,"",3,36,"The magician closes his hand around a green silk handerchief, but when he opens his hand, the silk is blue.",73484,1,3378,-0.694444444444444,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fmri","sub-experimental010","S30","10","exp",1,"median",36,NA,"31 or more",0.50764247099869,2.82623690800392,3,-0.0277777777777777,-1,-0.0277777777777777,NA,8,27,"no recall",0,0,NA,"",15,27,"The magician is able to join the two separated parts of the stick.",168411,1,35588,-0.694444444444444,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fmri","sub-experimental012","K10","12","exp",1,"below",1,NA,"11 to 20",2.27437588499743,3.5418913579997,5,-0.583333333333333,-1,-0.583333333333333,NA,27,13,"no recall",0,0,NA,"",36,13,"The safety pins magically interlock without breaking the seal.",50031,3,2223,-1.75,1,3,NA,-1.75,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.583333333333333,-1,0,0,0,0,0,0,0,0,0,0,0,0
"fmri","sub-experimental012","K19_long","12","exp",1,"above",2,NA,"0 to 10",2.37308148000011,2.46914172200195,7,1.41666666666667,1,1.41666666666667,NA,1,16,"No recall",0,0,NA,"",24,16,"The red balls are placed under the mug and merge to become a form a larger ball.",76848,5,2784,0.25,0,NA,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fmri","sub-experimental012","S18","12","exp",1,"below",3,NA,"11 to 20",1.26981406899722,2.13733133299684,5,-0.583333333333333,-1,-0.583333333333333,NA,3,23,"AS far as I could tell he pulled 3 different handbags out of the previously folded paper bag",1,1,NA,"",12,23,"The magician pulls three boxes containing flowers from a paper bag.",64740,5,3208,0.25,1,5,NA,0.25,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1
"fmri","sub-experimental012","K21_long","12","exp",1,"above",4,NA,"0 to 10",1.68472349799413,2.08316376299626,7,1.41666666666667,1,1.41666666666667,NA,22,17,"showed us two cards and allowed us to see the card faces. Kept flipping them round until eventually we see one with a blank face where before it hadnt been blank",0,1,1,"Partial recollection - some details are wrong - this details are quite important and cue easy to guess",29,17,"The magician flips the middle card over with a slight gesture and then changes the colour of the back of the card from blue to red.",66024,4,11065,-0.75,1,4,NA,-0.75,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,0,0,0,0,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1
"fmri","sub-experimental012","Trick7_short","12","exp",1,"below",5,NA,"21 to 30",1.00092477600265,3.8112825989956,4,-1.58333333333333,-1,-1.58333333333333,NA,21,31,"gave her two small things to squeeze when she opened her hands there were these two larger foam balls",0,0,1,"But then",35,31,"The magician gets the volunteer to hold a foam ball, which he then transforms into  two balls.",48643,5,4320,0.25,1,5,NA,0.25,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1
"fmri","sub-experimental012","K16_short","12","exp",1,"above",6,NA,"0 to 10",2.32198476100166,2.9316625959982,6,0.416666666666667,1,0.416666666666667,NA,30,14,"got the person to write some initials on a card. put it back in the stack and then shuffled and produced the card.",0,1,1,"easy to guess from the cue - miss relevant info as to where",1,14,"The magician covers the unsorted cards with a silk handkerchief. When the handkerchief is removed, each of the cards is marked.",91952,3,5644,-1.75,0,NA,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.416666666666667,1,0,0,0,0,0,0,0,0,0.416666666666667,1,0,0,0.416666666666667,1
"fmri","sub-experimental012","S27","12","exp",1,"below",7,NA,"31 or more",1.37790663199848,2.89828171399859,5,-0.583333333333333,-1,-0.583333333333333,NA,4,26,"he poured water into one of the cups then poured that water into the second cup and then turned that one upside down to show no water inside.",1,1,NA,"",2,26,"The magician pours water into a cup from the bottle and then pours the water into another cup but when he tips it upside down, no water spills out.",95584,6,2455,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1
"fmri","sub-experimental012","Trick37","12","exp",1,"above",8,NA,"0 to 10",0.975309039997228,2.12539139499859,7,1.41666666666667,1,1.41666666666667,NA,8,35,"he put the rubber band over two fingers flicked something and the rubber band was on the other two fingers. then he did the same but added the other rubber band above the other one to all 4 fingers and did the same - the band still ended up on the other two fingers",1,1,NA,"",27,35,"An elastic band visually travels from finger to finger.",65258,5,3015,0.25,1,5,NA,0.25,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1
"fmri","sub-experimental012","K24","12","exp",1,"above",9,NA,"0 to 10",0.499954665996484,1.10839163300261,6,0.416666666666667,1,0.416666666666667,NA,18,18,"he folded up the £10 note kept rubbing it and unfolded a £20 note",1,1,NA,"",34,18,"A £10 note is transformed into a £20  note.",44689,6,3852,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1
"fmri","sub-experimental012","K18","12","exp",1,"below",10,NA,"21 to 30",0.628815506999672,2.86229142200318,4,-1.58333333333333,-1,-1.58333333333333,NA,23,15,"held up this leaflet after unfolding it. Shook it and a pack of cards dropped out from one of the spaces.",1,1,NA,"",33,15,"A pack of cards appears from a single piece of paper.",64934,5,2393,0.25,1,5,NA,0.25,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1
"fmri","sub-experimental012","K3","12","exp",1,"below",11,NA,"0 to 10",1.13413334100187,2.4419974400007,5,-0.583333333333333,-1,-0.583333333333333,NA,31,11,"no recall",0,0,NA,"",3,11,"The magician makes ladybirds appear and then disappear again.",84547,5,2144,0.25,1,5,NA,0.25,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1
"fmri","sub-experimental012","H19","12","exp",1,"below",12,NA,"11 to 20",1.59642541899666,2.50942247099738,4,-1.58333333333333,-1,-1.58333333333333,NA,29,6,"no recall",0,0,NA,"",9,6,"The magician places paper in volunteer's hand and sets it alight, revealing a red sponge ball.",72298,5,2711,0.25,1,5,NA,0.25,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1
"fmri","sub-experimental012","K4","12","exp",1,"below",13,NA,"0 to 10",1.62554698900203,2.59395488599694,5,-0.583333333333333,-1,-0.583333333333333,NA,9,12,"took the rubiks cube moved it round slightly - then he threw it up into the air and caught the cube - it was now solved.",1,1,1,"Perfect",26,12,"The magician solves the rubix cube by spinning it in the air.",66721,6,6080,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1
"fmri","sub-experimental012","H17","12","exp",1,"below",14,NA,"31 or more",0.847827251003764,3.76091950400587,4,-1.58333333333333,-1,-1.58333333333333,NA,14,5,"put two pretzel sticks into the mini guillotine (after getting his assistant to check it and that it works). Closed the guillotine and cut the sticks. then he did the same with her finger and a pretzel stick. it cut the pretzel but not her finger.",1,1,NA,"",23,5,"The magician uses a guillotine to slice breadsticks, but not the volunteer's finger.",74625,6,3623,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1
"fmri","sub-experimental012","S11","12","exp",1,"above",15,NA,"11 to 20",0.763920272998803,1.52581620699493,7,1.41666666666667,1,1.41666666666667,NA,25,20,"puched the white thing through the middle of the coin",1,1,1,"Miss details 'there was not whole afterwards'  - however",11,20,"The magician pushes a cigarette through a coin and then reveals that there is no hole.",71300,6,2655,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1
"fmri","sub-experimental012","S31","12","exp",1,"below",16,NA,"0 to 10",1.09939360700082,2.60356309499912,5,-0.583333333333333,-1,-0.583333333333333,NA,6,28,"he put something (a scroll?) in the envelope and then scrunched the envelope up into a small ball",1,1,1,"Perfect",31,28,"The magician places chopsticks into an envelope, but is still able to crush the envelope and its contents into a paper ball.",69311,5,3153,0.25,1,5,NA,0.25,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1
"fmri","sub-experimental012","H16","12","exp",1,"above",17,NA,"0 to 10",1.19658683099988,1.50381503200333,7,1.41666666666667,1,1.41666666666667,NA,24,4,"showed us an empty can - then showed us him closing the top then re-opening and pouring out some coke.",1,1,NA,"",28,4,"The magician is able to remove the dents from the can without touching it.",61987,5,2447,0.25,0,NA,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.41666666666667,1,1.41666666666667,1,0,0,0,0,0,0,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1
"fmri","sub-experimental012","H35","12","exp",1,"above",18,NA,"0 to 10",0.545679701004701,1.36043777400482,7,1.41666666666667,1,1.41666666666667,NA,33,7,"asked her to write some initials on a card - put it back into the stack  did something and the card was in the plastic bag.",1,1,NA,"",17,7,"The volunteer signs a card which the magician subsequently pulls from a Ziploc bag.",73254,4,2665,-0.75,1,4,NA,-0.75,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,0,0,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1
"fmri","sub-experimental012","H15","12","exp",1,"below",19,NA,"21 to 30",1.06445727800019,2.69843853099883,5,-0.583333333333333,-1,-0.583333333333333,NA,12,3,"he pushed the toothpick through a card/a pack of cards without creating a hole",0,0,NA,"",20,3,"The magician balances a toothpick on a deck of cards.",78265,5,4144,0.25,1,5,NA,0.25,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1
"fmri","sub-experimental012","Trick28","12","exp",1,"above",20,NA,"11 to 20",2.65561793199595,2.52368231299624,6,0.416666666666667,1,0.416666666666667,NA,19,33,"showed 4 or 5 separate metal rings - kept hooking them together to form a chain.",1,1,NA,"",16,33,"The magician links and unlinks several silver rings while they keep their shape.",65559,5,3649,0.25,1,5,NA,0.25,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1
"fmri","sub-experimental012","H36","12","exp",1,"below",21,NA,"21 to 30",1.62375194299966,2.90584005199344,3,-2.58333333333333,-1,-2.58333333333333,NA,35,8,"put the nut on the bolt - made it spin off.",1,1,1,"It does not explain how but he mentions the momento of surprise",10,8,"The nut is placed on the middle of the bold by the volunteer and magically unscrews itself.",73319,5,2495,0.25,1,5,NA,0.25,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,-2.58333333333333,-1,-2.58333333333333,-1,-2.58333333333333,-1,-2.58333333333333,-1,-2.58333333333333,-1,-2.58333333333333,-1,-2.58333333333333,-1,-2.58333333333333,-1,-2.58333333333333,-1
"fmri","sub-experimental012","S9","12","exp",1,"above",22,NA,"0 to 10",1.21900659599487,2.48613498100167,7,1.41666666666667,1,1.41666666666667,NA,15,19,"no recall",0,0,NA,"",4,19,"The magician covers the cards with a silk handkerchief. After the silk is removed, the cards are blank.",90532,2,5889,-2.75,0,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fmri","sub-experimental012","Trick38","12","exp",1,"below",23,NA,"11 to 20",1.24271222300013,2.7501569790038,5,-0.583333333333333,-1,-0.583333333333333,NA,13,36,"he pushed the fabric into one hand opened it to show nothing in there and then pulled it out from his other hand",1,1,NA,"",15,36,"The magician closes one fist around a silk handkerchief and makes it disappear. Then, he makes it appear in his other hand.",61840,5,2693,0.25,1,5,NA,0.25,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1
"fmri","sub-experimental012","Trick6_short","12","exp",1,"below",24,NA,"0 to 10",2.01694218000193,3.12529705800262,5,-0.583333333333333,-1,-0.583333333333333,NA,32,30,"put the small ball in the pot - then shook it out and produced a bigger ball. then shook it again and a 3rd ball came out.",0,1,1,"Get correct one moment of surprise + but add a lot of details incorrect - we can say he has the spirit",19,30,"The magician puts a ball under the cup, which then turns into a larger ball and then becomes an egg.",71245,5,2990,0.25,1,5,NA,0.25,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1
"fmri","sub-experimental012","S15","12","exp",1,"below",25,NA,"31 or more",0.48874049999722,2.30275352399622,4,-1.58333333333333,-1,-1.58333333333333,NA,34,22,"got the ring on the stem of the wineglass",1,1,NA,"",13,22,"The magician puts the ring into the glass and starts tossing it around until the ring is around the stem.",66537,2,3584,-2.75,0,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1.58333333333333,-1,-1.58333333333333,-1,0,0,0,0,0,0,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1
"fmri","sub-experimental012","H10","12","exp",1,"above",26,NA,"0 to 10",1.68665867999516,3.5868078200001,7,1.41666666666667,1,1.41666666666667,NA,2,2,"He made the different quarters of the card come together again to eventually be a whole un-cut card. First he joined 3 to leave one separate and then he joined the last quarter.",1,1,NA,"",32,2,"The magician magically repairs split card.",64337,6,2800,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1
"fmri","sub-experimental012","S25","12","exp",1,"above",27,NA,"0 to 10",0.610592113996972,2.55825391699909,7,1.41666666666667,1,1.41666666666667,NA,36,25,"no recall",0,0,NA,"",30,25,"The magician makes a silk handkerchief appear inside a bread roll.",69310,4,3384,-0.75,1,4,NA,-0.75,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.41666666666667,1,1.41666666666667,1,0,0,0,0,0,0,1.41666666666667,1,1.41666666666667,1
"fmri","sub-experimental012","S21","12","exp",1,"above",28,NA,"0 to 10",1.24070251300145,1.68788313299592,7,1.41666666666667,1,1.41666666666667,NA,20,24,"made the spoon bend so much that the handle separated from the spoon bit",1,1,NA,"",18,24,"The magician detaches the head of a spoon by moving the handle up and down.",68404,5,3448,0.25,1,5,NA,0.25,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1
"fmri","sub-experimental012","Trick20_short","12","exp",1,"below",29,NA,"11 to 20",1.92343094800162,1.82715123200614,5,-0.583333333333333,-1,-0.583333333333333,NA,11,32,"he put the nut on the string/rope tied a loose knot and then shook it and the nut fell off.",1,1,NA,"",7,32,"The magician shows the volunteer metal nut and rope. Although he secures the nut with the rope, it repeatdely escapes.",70634,4,2587,-0.75,1,4,NA,-0.75,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,0,0,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1,-0.583333333333333,-1
"fmri","sub-experimental012","K2","12","exp",1,"above",30,NA,"11 to 20",2.0483235080028,2.32748400199489,7,1.41666666666667,1,1.41666666666667,NA,7,10,"he showed pictures of the pages which were covered in pictures of sweets closed the book and shook it and sweets fell out - then he opened the book to show the now empty pages where the sweets once were",1,1,NA,"",8,10,"The sweets shown on the pages disappear.",73876,6,6758,1.25,0,NA,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.41666666666667,1,1.41666666666667,1,0,0,0,0,0,0,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1
"fmri","sub-experimental012","H37","12","exp",1,"above",31,NA,"11 to 20",0.78198068599886,2.74863376699795,6,0.416666666666667,1,0.416666666666667,NA,28,9,"had a really straight thing in one of the pointer fingers of the gloves. then suddenly it was his finger again",1,1,NA,"",25,9,"The magician unscrews his own finger and then shakes it back into place.",72240,4,3599,-0.75,1,4,NA,-0.75,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1,0,0,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1,0.416666666666667,1
"fmri","sub-experimental012","Trick4","12","exp",1,"above",32,NA,"0 to 10",0.381703527003992,2.25665526300145,7,1.41666666666667,1,1.41666666666667,NA,26,29,"showed us a phone - blew up the balloon - held it on top of the phone and let the balloon deflate. At the end the phone was inside the deflated balloon.",1,1,NA,"",5,29,"The magician puts the mobile phone inside the balloon with a simple gesture of his hands.",90870,6,3200,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1,1.41666666666667,1
"fmri","sub-experimental012","Trick32_long","12","exp",1,"above",33,NA,"11 to 20",1.37057810599799,2.59439310699963,6,0.416666666666667,1,0.416666666666667,NA,17,34,"no recall",0,0,NA,"",22,34,"The magician has a coin in each of his hands. They both end up in one hand.",74487,3,4472,-1.75,0,NA,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fmri","sub-experimental012","S30","12","exp",1,"below",34,NA,"31 or more",0.74587901099585,2.85173469300207,4,-1.58333333333333,-1,-1.58333333333333,NA,10,27,"he held the two together - pulled the string on one which would change the string on the other. Then he pulled them apart and did the same - the string still moved.",1,1,NA,"",21,27,"The magician pulls string through two sticks which appear to be connected. However he then reveals thw two sticks are not connected at all.",73998,6,3527,1.25,1,6,NA,1.25,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1,-1.58333333333333,-1
